"Expenditure ID","Org ID","Filer Type","Filer Name","Candidate Name","Expenditure Transaction Type","Expenditure Sub Type","Expenditure Date","Expenditure Amount","Description","Payee or Recipient or In-Kind Contributor Type","Payee or Recipient or In-Kind Contributor Name","First Name","Middle Name","Suffix","Address 1","Address 2","City","State","Zip","Filed Date","Support Or Oppose","Candidate Name or Ballot Issue","Jurisdiction - Office - District or Ballot Description","Amended","Employer","Occupation","Principal Place of Business"
"66054","7817","Nebraska Business Supplemental Filer","BREHM ENTERPRISES","","Direct contribution","Unknown","01/27/2025","500","","Candidate Committee","CITIZENS FOR SHOECRAFT","","","","4720 THOMASBROOK LANE","","LINCOLN","NE","68516","01/31/2025","","","","N","","",""
"66055","9406","Nebraska Business Supplemental Filer","SMJ INC DBA EAGLE PRINTING & SIGN","","Direct contribution","Unknown","01/27/2025","2600","","Political Party Committee","NEBRASKA DEMOCRATIC PARTY","","","","3701 O STREET","","LINCOLN","NE","68510","01/31/2025","","","","N","","",""
"66595","9792","Nebraska Business Supplemental Filer","CONSTRUCTORS","","Direct contribution","Unknown","01/27/2025","25000","","Ballot Question Committee","FIX LINCOLN STREETS","","","","1128 LINCOLN MALL STE 105","","LINCOLN","NE","68508","02/13/2025","","","","N","","",""
"66912","9743","Candidate Committee","ADAMS FOR OMAHA","ANDREW ADAMS","Campaign Expense","Unknown","01/27/2025","11","ADVERTISING","Business (For-Profit and Non-Profit entities)","FACEBOOK","","","","1 HACKER WAY","","MENLO PARK","CA","94025","03/02/2025","","","","N","","",""
"66959","7532","Candidate Committee","JEAN STOTHERT FOR OMAHA","JEAN STOTHERT","Campaign Expense","Unknown","01/27/2025","324","PRINT ADVERTISING","Business (For-Profit and Non-Profit entities)","THE JEWISH PRESS (THE JEWISH FEDERATION OF OMAHA DBA)","","","","333 S. 132ND STREET","","OMAHA","NE","68154","03/03/2025","","","","N","","",""
"66960","7532","Candidate Committee","JEAN STOTHERT FOR OMAHA","JEAN STOTHERT","Campaign Expense","Unknown","01/27/2025","3829.82","PRINT AND DESIGN SERVICES","Business (For-Profit and Non-Profit entities)","REGAL PRINTING COMPANY","","","","735 N SKYLINE DR","","ELKHORN","NE","68022","03/03/2025","","","","N","","",""
"66961","7532","Candidate Committee","JEAN STOTHERT FOR OMAHA","JEAN STOTHERT","Campaign Expense","Unknown","01/27/2025","2000","RENT","Business (For-Profit and Non-Profit entities)","440 REGENCY PARKWAY BUILDING","","","","450 REGENCY PARKWAY","","OMAHA","NE","68114","03/03/2025","","","","N","","",""
"67085","9665","Candidate Committee","GOODWIN FOR CITY COUNCIL","LAVONYA GOODWIN","Campaign Expense","Unknown","01/27/2025","74.46","CAMPAIGN PROMOTIONAL MATERIAL","Candidate Committee","GOODWIN FOR CITY COUNCIL","","","","4111 N 18TH STREET","","OMAHA","NE","68110","03/03/2025","","","","N","","",""
"63258","7384","Candidate Committee","FRICKE FOR STATE BOARD OF EDUCATION","LISA FRICKE","Campaign Expense","Unknown","01/28/2024","100","COMPLIANCE CONSULTING","Business (For-Profit and Non-Profit entities)","JFL CONSULTING LLC","","","","621 GREY FAWN DRIVE","","OMAHA","NE","68154","01/27/2025","","","","N","","",""
"64369","7374","Candidate Committee","DORN FOR LEGISLATURE","MYRON DORN","Campaign Expense","Unknown","01/28/2024","300","BANQUET AND FUND RAISER","Business (For-Profit and Non-Profit entities)","GAGE COUNTY HISTORICAL MUSEUM","","","","101 N 2ND","","BEATRICE","NE","68310","01/19/2025","","","","N","","",""
"64465","7532","Candidate Committee","JEAN STOTHERT FOR OMAHA","JEAN STOTHERT","Campaign Expense","Unknown","01/28/2024","350","PARADE FEE","Business (For-Profit and Non-Profit entities)","ANCIENT ORDER OF HIBERNIANS (OMAHA CHAPTER)","","","","210 S. 16TH ST #501","","OMAHA","NE","68102","01/31/2025","","","","N","","",""
"65555","8007","Candidate Committee","RIEPE FOR NEBRASKA","MERV RIEPE","Campaign Expense","Unknown","01/28/2024","973.56","WALL STREET JPURNAL","Business (For-Profit and Non-Profit entities)","THE WALL STREET JOURNAL","","","","1211 AVE OF THE AMERICAS","","NEW YORK CITY","NY","10036","01/28/2025","","","","N","","",""
"65552","7708","PAC-Separate Segregated Political Fund","FIREFIGHTERS FOR BETTER GOVERNMENT","","Direct contribution","Unknown","01/28/2025","5000","","Candidate Committee","HUG FOR CITY COUNCIL","","","","4471 GROVER STREET","","OMAHA","NE","68105","03/03/2025","","","","N","","",""
"65554","7708","PAC-Separate Segregated Political Fund","FIREFIGHTERS FOR BETTER GOVERNMENT","","Direct contribution","Unknown","01/28/2025","50000","","Candidate Committee","FRIENDS OF MIKE MCDONNELL","","","","4524 CHARLES ST","","OMAHA","NE","68132","03/03/2025","","","","N","","",""
"65672","9093","Nebraska Business Supplemental Filer","GREATER OMAHA PACKING COMPANY INC","","Earmarked Monetary","Unknown","01/28/2025","5000","","Candidate Committee","JEAN STOTHERT FOR OMAHA","","","","5909 S 118TH PLAZA","","OMAHA","NE","68124","01/28/2025","","","","N","","",""
"66127","7490","Candidate Committee","FRIENDS FOR VINNY PALERMO","VINNY PALERMO","Campaign Expense","Unknown","01/28/2025","280","FEES","Business (For-Profit and Non-Profit entities)","MATTSON RICKETTS LAW FIRM","","","","134 S 13TH STREET STE 1200","","LINCOLN","NE","68508","01/31/2025","","","","N","","",""
"66431","8735","Ballot Question Committee","EPIC OPTION","","Campaign Expense","Unknown","01/28/2025","7150","DATA ENTRY TO DATA BASE","Business (For-Profit and Non-Profit entities)","INSTANT VIRTUAL ASSISTANT LLC","","","","2825 WOODSMILL DRIVE","","MELBOURNE","FL","32934","02/05/2025","","","","N","","",""
"66442","8901","Nebraska Business Supplemental Filer","D.A. DAVIDSON & CO.","","Direct contribution","Unknown","01/28/2025","1500","","Ballot Question Committee","YES FOR BPS COMMITTEE","","","","12212 N 156TH ST","","BENNINGTON","NE","68007","02/05/2025","","","","N","","",""
"66543","8197","Nebraska Business Supplemental Filer","HORSEMEN’S EXPOSITION & RACING INC. D.B.A. HORSEMEN’S PARK","","Direct contribution","Unknown","01/28/2025","500","","Candidate Committee","CITIZENS FOR SHOECRAFT","","","","4720 THOMASBROOK LANE","","LINCOLN","NE","68516","02/10/2025","","","","N","","",""
"66544","8197","Nebraska Business Supplemental Filer","HORSEMEN’S EXPOSITION & RACING INC. D.B.A. HORSEMEN’S PARK","","Direct contribution","Unknown","01/28/2025","2500","","Candidate Committee","CONRAD FOR LEGISLATURE","","","","3818 DUDLEY STREET","","LINCOLN","NE","68503","02/10/2025","","","","N","","",""
"66667","7458","Candidate Committee","FRIENDS OF MIKE MCDONNELL","MICHAEL MCDONNELL","Campaign Expense","Unknown","01/28/2025","2500","CAMPAIGN CONSULTING","Business (For-Profit and Non-Profit entities)","CHISM STRATEGIES","","","","305 GREEN OAK LANE","","MADISON","MS","39110","03/03/2025","","","","N","","",""
"66958","7532","Candidate Committee","JEAN STOTHERT FOR OMAHA","JEAN STOTHERT","Third Party Expenditure","Third Party Expenditure","01/28/2025","95","CAMPAIGN VERIFICATION","Business (For-Profit and Non-Profit entities)","CAMPAIGN VERIFY","","","","1215 31ST STREET NW","","WASHINGTON","DC","20007","03/03/2025","","","","N","","",""
"67060","7789","Political Party Committee","NEBRASKA DEMOCRATIC PARTY","","Direct contribution","Unknown","01/28/2025","1355","","Political Party Committee","CASS COUNTY DEMOCRATIC PARTY","","","","1010 AVENUE F","","PLATTSMOUTH","NE","68048","03/03/2025","","","","N","","",""
"67138","7410","Candidate Committee","FRIENDS FOR JASMINE L HARRIS","JASMINE L HARRIS","Campaign Expense","Unknown","01/28/2025","229.35","CONSULTANT SERVICES","Business (For-Profit and Non-Profit entities)","HEARTLAND NEXT","","","","3135 N 59TH STREET","","OMAHA","NE","68104","03/04/2025","","","","N","","",""
"38856","7357","Candidate Committee","MACHAELA CAVANAUGH FOR LEGISLATURE","MACHAELA CAVANAUGH","Campaign Expense","Unknown","01/29/2024","1000","EVENT TICKETS","Candidate Committee","QUICK FOR LEGISLATURE","","","","1019 KENNEDY DRIVE","","GRAND ISLAND","NE","68803","01/31/2025","","","","N","","",""
"60934","7425","Candidate Committee","FRIENDS OF MIKE HILGERS","MICHAEL HILGERS","Campaign Expense","Unknown","01/29/2024","60","SUBSCRIPTION","Business (For-Profit and Non-Profit entities)","MAILCHIMP (ROCKET SCIENCE GROUP DBA)","","","","675 PONCE DE LEON AVE NE SUITE 5000","","ATLANTA","GA","30308","01/30/2025","","","","N","","",""
"61856","7503","Candidate Committee","DON KLEINE FOR DOUGLAS COUNTY ATTORNEY","DONALD KLEINE","Campaign Expense","Unknown","01/29/2024","147.83","CANDY","Business (For-Profit and Non-Profit entities)","COSTCO","","","","12300 W DODGE ROAD","","OMAHA","NE","68154","01/08/2025","","","","N","","",""
"62876","9058","Candidate Committee","FRIENDS FOR MAGGIE DOUGLAS","MAGGIE DOUGLAS","Campaign Expense","Unknown","01/29/2024","423","PHONEBANKING PAYROLL","Individual","MUELLER","MARY","","","15721 N 2ND STREET","","BENNINGTON","NE","68007","01/13/2025","","","","N","","",""
"64545","7381","Candidate Committee","BOB EVNEN FOR NEBRASKA","ROBERT EVNEN","Campaign Expense","Unknown","01/29/2024","150","SUBSCRIPTIONS","Business (For-Profit and Non-Profit entities)","ARISTOTLE INTERNATIONAL","","","","PO BOX 716045","","PHILADELPHIA","PA","19171","01/27/2025","","","","N","","",""
"64567","7456","Candidate Committee","JOHN LOWE FOR LEGISLATURE","JOHN LOWE","Campaign Expense","Unknown","01/29/2024","56.4","FUEL","Business (For-Profit and Non-Profit entities)","COSTCO WHOLESALE","","","","1620 PINE LAKE RD","","LINCOLN","NE","68512","01/21/2025","","","","N","","",""
"65662","7405","Candidate Committee","BEN HANSEN FOR LEGISLATURE","BENJAMIN HANSEN","Campaign Expense","Unknown","01/29/2024","104","NEWSPAPER SUBSCRIPTIONS","Business (For-Profit and Non-Profit entities)","ENTERPRISE MEDIA GROUP","","","","138 N 16TH ST","","BLAIR","NE","68008","01/30/2025","","","","N","","",""
"65664","7405","Candidate Committee","BEN HANSEN FOR LEGISLATURE","BENJAMIN HANSEN","Campaign Expense","Unknown","01/29/2024","115.5","NEWSPAPER SUBSCRIPTIONS","Business (For-Profit and Non-Profit entities)","WEST POINT NEWS, INC.","","","","PO BOX 40","","WEST POINT","NE","68788","01/30/2025","","","","N","","",""
"65712","7341","Candidate Committee","MARY ANN BORGESON FOR COUNTY BOARD","MARY ANN BORGESON","Campaign Expense","Unknown","01/29/2024","300","SPONSORSHIP","Business (For-Profit and Non-Profit entities)","PLAY FOR PAIGE 33 FOUNDATION","","","","1791 WEST 22ND STREET","","WAHOO","NE","68066","01/28/2025","","","","N","","",""
"65860","7431","Candidate Committee","NEIGHBORS FOR MEGAN HUNT","MEGAN HUNT","Campaign Expense","Unknown","01/29/2024","386.66","CAMPAIGN EVENT","Business (For-Profit and Non-Profit entities)","DOLOMITI PIZZERIA","","","","1105 N 13TH ST","","OMAHA","NE","68102","01/31/2025","","","","N","","",""
"65800","7697","Candidate Committee","DON ROWE FOR OMAHA","DON ROWE","Campaign Expense","Unknown","01/29/2025","7.72","TRANSACTION FEE","Business (For-Profit and Non-Profit entities)","PAYPAL INC.","","","","P.O. BOX 7022","","MOUNTAIN VIEW","CA","94039","03/03/2025","","","","N","","",""
"66494","7856","Nebraska Business Supplemental Filer","NEBRASKA STATE EDUCATION ASSOCIATION (NSEA)","","Direct contribution","Unknown","01/29/2025","1320","","Ballot Question Committee","SAY YES TO RPS","","","","NOT PROVIDED","","RAVENNA","NE","68869","02/11/2025","","","","N","","",""
"66508","7856","Nebraska Business Supplemental Filer","NEBRASKA STATE EDUCATION ASSOCIATION (NSEA)","","Direct contribution","Unknown","01/29/2025","500","","Ballot Question Committee","BUILDINGS FOR BULLDOGS","","","","28540 355TH ROAD","","PLEASANTON","NE","68866","02/11/2025","","","","N","","",""
"61316","7473","Candidate Committee","MIKE MOSER FOR LEGISLATURE","MIKE MOSER","Campaign Expense","Unknown","01/30/2024","408","NEWSPAPER","Business (For-Profit and Non-Profit entities)","COLUMBUS TELEGRAM","","","","1254 27TH AVE","","COLUMBUS","NE","68111","01/02/2025","","","","N","","",""
"65237","7688","Candidate Committee","JIM PILLEN FOR GOVERNOR","JIM PILLEN","Campaign Expense","Unknown","01/30/2024","89.6","MAIL SUPPLIES","Business (For-Profit and Non-Profit entities)","AMAZON","","","","POB 80683","","FREMONT","NE","98108","01/30/2025","","","","N","","",""
"65253","7688","Candidate Committee","JIM PILLEN FOR GOVERNOR","JIM PILLEN","Campaign Expense","Unknown","01/30/2024","8431.21","STAFF","Individual","CHANDLER","ANDIE","","","19626 T ST","","OMAHA","NE","68135","01/30/2025","","","","N","","",""
"65896","7431","Candidate Committee","NEIGHBORS FOR MEGAN HUNT","MEGAN HUNT","Campaign Expense","Unknown","01/30/2024","24.99","NEWSPAPER SUBSCRIPTION","Business (For-Profit and Non-Profit entities)","LINCOLN JOURNAL STAR (JOURNAL-STAR PRINTING CO. DBA)","","","","4600 E 53RD STREET","(PO BOX 81869 LINCOLN, NE 68501)","DAVENPORT","IA","52807","01/31/2025","","","","N","","",""
"66024","7431","Candidate Committee","NEIGHBORS FOR MEGAN HUNT","MEGAN HUNT","Campaign Expense","Unknown","01/30/2024","3000","EVENT TICKETS","Business (For-Profit and Non-Profit entities)","NEBRASKALAND FOUNDATION","","","","11930 W ADRIENE ST.","PO BOX (94961 LINCOLN NE 68509)","LINCOLN","NE","68524","01/31/2025","","","","N","","",""
"66257","7380","Candidate Committee","STEVE ERDMAN FOR LEGISLATURE","STEVE ERDMAN","Campaign Expense","Unknown","01/30/2024","150","CHECK 1202 TO BECKY BLASE FOR BOOKKEEPING AND FILING","Individual","BLASE","BECKY","","","7303 ROAD 100","","BAYARD","NE","69334","01/31/2025","","","","N","PLATTE VALLEY BANK","RE PROFESSIONAL","SCOTTSBLUFF"
"66021","7949","Nebraska Business Supplemental Filer","E & A CONSULTING GROUP, INC.","","Direct contribution","Unknown","01/30/2025","1000","","Candidate Committee","HARDING FOR COUNCIL","","","","2122 SOUTH 109TH ST","","OMAHA","NE","68144","01/30/2025","","","","N","","",""
"66022","7949","Nebraska Business Supplemental Filer","E & A CONSULTING GROUP, INC.","","Direct contribution","Unknown","01/30/2025","1000","","Candidate Committee","JEAN STOTHERT FOR OMAHA","","","","5909 S 118TH PLAZA","","OMAHA","NE","68124","01/30/2025","","","","N","","",""
"66072","7697","Candidate Committee","DON ROWE FOR OMAHA","DON ROWE","Campaign Expense","Unknown","01/30/2025","7.72","TRANSACTION FEE","Business (For-Profit and Non-Profit entities)","PAYPAL INC.","","","","P.O. BOX 7022","","MOUNTAIN VIEW","CA","94039","03/03/2025","","","","N","","",""
"66073","7697","Candidate Committee","DON ROWE FOR OMAHA","DON ROWE","Campaign Expense","Unknown","01/30/2025","1.94","TRANSACTION FEE","Business (For-Profit and Non-Profit entities)","PAYPAL INC.","","","","P.O. BOX 7022","","MOUNTAIN VIEW","CA","94039","03/03/2025","","","","N","","",""
"66409","7769","Nebraska Business Supplemental Filer","HAWKINS CONSTRUCTION COMPANY","","Direct contribution","Unknown","01/30/2025","2500","HARDING FOR COUNCIL","Candidate Committee","HARDING FOR COUNCIL","","","","2122 SOUTH 109TH ST","","OMAHA","NE","68144","02/05/2025","","","","N","","",""
"66455","8943","Nebraska Business Supplemental Filer","JACOBS ENGINEERING INC (DC)","","Direct contribution","Unknown","01/30/2025","5000","","Candidate Committee","JEAN STOTHERT FOR OMAHA","","","","5909 S 118TH PLAZA","","OMAHA","NE","68124","02/06/2025","","","","N","","",""
"66471","8357","Nebraska Business Supplemental Filer","WDD INC DBA PELLA WINDOW AND DOORS","","Direct contribution","Unknown","01/30/2025","5000","","Candidate Committee","JEAN STOTHERT FOR OMAHA","","","","5909 S 118TH PLAZA","","OMAHA","NE","68124","02/07/2025","","","","N","","",""
"66495","8688","Nebraska Business Supplemental Filer","SHE'S ELECTABLE NEBRASKA LLC","","In-Kind Expenditure","Unknown","01/30/2025","400.2","INKIND TEXTING SERVICE PAID TO CHISM STRATEGIES","Candidate Committee","ASHLEI FOR NEBRASKA","","","","12037 NORTH 40TH STREET, OMAHA, NE, USA","","OMAHA","NE","68112-1054","02/10/2025","","","","N","","",""
"66880","9743","Candidate Committee","ADAMS FOR OMAHA","ANDREW ADAMS","Campaign Expense","Unknown","01/30/2025","302.7","SIGNS","Business (For-Profit and Non-Profit entities)","DESIGN 4 (AKA DESIGN FOUR INC., DESIGN4)","","","","3232 H STREET","","OMAHA","NE","68107","03/02/2025","","","","N","","",""
"66989","7712","PAC-Separate Segregated Political Fund","IRONWORKERS LOCAL UNION 21 LEGISLATIVE FUND PAC","","Administrative Expenses","Unknown","01/30/2025","15","WIRE TRANSFER FEE","Business (For-Profit and Non-Profit entities)","AMERICAN NATIONAL BANK - OMAHA","","","","8990 WEST DODGE ROAD","","OMAHA","NE","68114","03/03/2025","","","","N","","",""
"65276","7688","Candidate Committee","JIM PILLEN FOR GOVERNOR","JIM PILLEN","Campaign Expense","Unknown","01/31/2024","481.3","FEES","Business (For-Profit and Non-Profit entities)","ANEDOT","","","","PO BOX 84314","","BATON ROUGE","LA","70884","01/30/2025","","","","N","","",""
"65309","7688","Candidate Committee","JIM PILLEN FOR GOVERNOR","JIM PILLEN","Campaign Expense","Unknown","01/31/2024","50.16","ER EE TAXES","Business (For-Profit and Non-Profit entities)","INTERNAL REVENUE SERVICE","","","","N/A","","OGDEN","UT","84201","01/30/2025","","","","N","","",""
"65331","7688","Candidate Committee","JIM PILLEN FOR GOVERNOR","JIM PILLEN","Campaign Expense","Unknown","01/31/2024","316.88","ER EE TAXES","Business (For-Profit and Non-Profit entities)","NEBRASKA DEPARTMENT OF REVENUE","","","","301 CENTENNIAL MALL S","PO BOX 94818","LINCOLN","NE","68509-4818","01/30/2025","","","","N","","",""
"65466","7671","Candidate Committee","SCHUYLER WINDHAM FOR NEBRASKA","SCHUYLER WINDHAM","Campaign Expense","Unknown","01/31/2024","164.11","FOR CANDIDATE CAMPAIGN SOFTWARE. EXPENSE PREVIOUSLY SPENT BUT NOT REPORTED ON THE PREVIOUS YEAR'S EXPENDITURES.","Business (For-Profit and Non-Profit entities)","LIBERTARIAN PARTY OF NEBRASKA","","","","UNKNOWN","","OMAHA","NE","68100","01/27/2025","","","","N","","",""
"65703","7341","Candidate Committee","MARY ANN BORGESON FOR COUNTY BOARD","MARY ANN BORGESON","Campaign Expense","Unknown","01/31/2024","145","SPONSORSHIP","Business (For-Profit and Non-Profit entities)","FONNER PARK","","","","700 E STOLLEY PARK RD","","GRAND ISLAND","NE","68801","01/28/2025","","","","N","","",""
"65850","7431","Candidate Committee","NEIGHBORS FOR MEGAN HUNT","MEGAN HUNT","Officeholder Expense specifically allowed by Statute","Unknown","01/31/2024","28","PARKING","Business (For-Profit and Non-Profit entities)","OMAHA AIRPORT PARKING","","","","EPPLEY AIRFIELD","","OMAHA","NE","68110","01/31/2025","","","","N","","",""
"65861","7431","Candidate Committee","NEIGHBORS FOR MEGAN HUNT","MEGAN HUNT","Campaign Expense","Unknown","01/31/2024","5.25","BANK FEE","Business (For-Profit and Non-Profit entities)","DUNDEE BANK","","","","5015 UNDERWOOD AVENUE","","OMAHA","NE","68132","01/31/2025","","","","N","","",""
